date,time_slot,entry_count,day_type,required_trains,optimized_headway_min,Aluva Depot,Muttom Yard,depot_action
2025-10-15,18:45:00,4908,Weekday,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-15,19:00:00,5359,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-15,19:15:00,5400,Weekday,7,8.571428571428571,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-15,19:30:00,5643,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-15,19:45:00,4727,Weekday,6,10.0,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-15,20:00:00,5073,Weekday,7,8.571428571428571,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-15,20:15:00,5264,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-15,20:30:00,4455,Weekday,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-15,20:45:00,5609,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-15,21:00:00,1703,Weekday,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-15,21:15:00,1543,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-15,21:30:00,1830,Weekday,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-15,21:45:00,1584,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-15,22:00:00,1797,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-15,22:15:00,1805,Weekday,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-15,22:30:00,1736,Weekday,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-15,22:45:00,1535,Weekday,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-15,23:00:00,1598,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-16,05:30:00,1985,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-16,05:45:00,2160,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-16,06:00:00,2157,Weekday,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-16,06:15:00,2010,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-16,06:30:00,2126,Weekday,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-16,06:45:00,1846,Weekday,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-16,07:00:00,1910,Weekday,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-16,07:15:00,1953,Weekday,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-16,07:30:00,1868,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-16,07:45:00,2029,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-16,08:00:00,5833,Weekday,7,8.571428571428571,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,08:15:00,6283,Weekday,8,7.5,1.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,08:30:00,5803,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,08:45:00,5418,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,09:00:00,6838,Weekday,9,6.666666666666667,1.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,09:15:00,6508,Weekday,8,7.5,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,09:30:00,5430,Weekday,7,8.571428571428571,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,09:45:00,7214,Weekday,9,6.666666666666667,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,10:00:00,5758,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,10:15:00,6239,Weekday,8,7.5,1.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,10:30:00,6112,Weekday,8,7.5,1.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,10:45:00,5475,Weekday,7,8.571428571428571,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,11:00:00,5740,Weekday,7,8.571428571428571,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,11:15:00,6245,Weekday,8,7.5,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,11:30:00,6212,Weekday,8,7.5,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,11:45:00,5806,Weekday,7,8.571428571428571,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,12:00:00,1947,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-16,12:15:00,2116,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-16,12:30:00,2099,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-16,12:45:00,2378,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-16,13:00:00,1905,Weekday,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-16,13:15:00,2154,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-16,13:30:00,2356,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-16,13:45:00,2113,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-16,14:00:00,1955,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-16,14:15:00,1940,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-16,14:30:00,2315,Weekday,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-16,14:45:00,1619,Weekday,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-16,15:00:00,2128,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-16,15:15:00,1931,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-16,15:30:00,1780,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-16,15:45:00,1936,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-16,16:00:00,2101,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-16,16:15:00,1830,Weekday,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-16,16:30:00,1761,Weekday,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-16,16:45:00,2509,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-16,17:00:00,6873,Weekday,9,6.666666666666667,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,17:15:00,5450,Weekday,7,8.571428571428571,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,17:30:00,5059,Weekday,7,8.571428571428571,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,17:45:00,6421,Weekday,8,7.5,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,18:00:00,7007,Weekday,9,6.666666666666667,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,18:15:00,5893,Weekday,8,7.5,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,18:30:00,6247,Weekday,8,7.5,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,18:45:00,7255,Weekday,9,6.666666666666667,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,19:00:00,6316,Weekday,8,7.5,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,19:15:00,6308,Weekday,8,7.5,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,19:30:00,6979,Weekday,9,6.666666666666667,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,19:45:00,5862,Weekday,8,7.5,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,20:00:00,6322,Weekday,8,7.5,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,20:15:00,6097,Weekday,8,7.5,1.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,20:30:00,5326,Weekday,7,8.571428571428571,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,20:45:00,6118,Weekday,8,7.5,1.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-16,21:00:00,2048,Weekday,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-16,21:15:00,2154,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-16,21:30:00,1852,Weekday,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-16,21:45:00,1974,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-16,22:00:00,1939,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-16,22:15:00,1967,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-16,22:30:00,1914,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-16,22:45:00,2044,Weekday,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-16,23:00:00,1892,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-17,05:30:00,1798,Weekday,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-17,05:45:00,1665,Weekday,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-17,06:00:00,1788,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-17,06:15:00,1945,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-17,06:30:00,1717,Weekday,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-17,06:45:00,1575,Weekday,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-17,07:00:00,1682,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-17,07:15:00,1592,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-17,07:30:00,1853,Weekday,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-17,07:45:00,1747,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-17,08:00:00,4521,Weekday,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,08:15:00,5077,Weekday,7,8.571428571428571,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,08:30:00,4820,Weekday,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,08:45:00,4807,Weekday,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,09:00:00,4450,Weekday,6,10.0,1.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,09:15:00,4904,Weekday,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,09:30:00,5019,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,09:45:00,4886,Weekday,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,10:00:00,5995,Weekday,8,7.5,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,10:15:00,4906,Weekday,6,10.0,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,10:30:00,5797,Weekday,7,8.571428571428571,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,10:45:00,4143,Weekday,5,12.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,11:00:00,4788,Weekday,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,11:15:00,5463,Weekday,7,8.571428571428571,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,11:30:00,4876,Weekday,6,10.0,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,11:45:00,5201,Weekday,7,8.571428571428571,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,12:00:00,1618,Weekday,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-17,12:15:00,1743,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-17,12:30:00,1809,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-17,12:45:00,1563,Weekday,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-17,13:00:00,1462,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-17,13:15:00,1803,Weekday,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-17,13:30:00,1827,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-17,13:45:00,1696,Weekday,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-17,14:00:00,1903,Weekday,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-17,14:15:00,1653,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-17,14:30:00,1737,Weekday,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-17,14:45:00,1578,Weekday,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-17,15:00:00,1594,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-17,15:15:00,1550,Weekday,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-17,15:30:00,1496,Weekday,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-17,15:45:00,1574,Weekday,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-17,16:00:00,1552,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-17,16:15:00,1798,Weekday,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-17,16:30:00,1715,Weekday,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-17,16:45:00,1714,Weekday,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-17,17:00:00,4030,Weekday,5,12.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,17:15:00,4728,Weekday,6,10.0,1.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,17:30:00,4353,Weekday,6,10.0,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,17:45:00,5078,Weekday,7,8.571428571428571,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,18:00:00,4864,Weekday,6,10.0,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,18:15:00,4242,Weekday,6,10.0,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,18:30:00,5107,Weekday,7,8.571428571428571,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,18:45:00,4916,Weekday,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,19:00:00,5034,Weekday,7,8.571428571428571,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,19:15:00,5376,Weekday,7,8.571428571428571,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,19:30:00,4554,Weekday,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,19:45:00,4788,Weekday,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,20:00:00,5778,Weekday,7,8.571428571428571,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,20:15:00,5284,Weekday,7,8.571428571428571,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,20:30:00,5399,Weekday,7,8.571428571428571,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,20:45:00,4543,Weekday,6,10.0,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-17,21:00:00,1617,Weekday,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-17,21:15:00,1655,Weekday,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-17,21:30:00,1534,Weekday,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-17,21:45:00,1775,Weekday,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-17,22:00:00,1611,Weekday,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-17,22:15:00,1691,Weekday,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-17,22:30:00,1533,Weekday,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-17,22:45:00,1791,Weekday,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-17,23:00:00,1605,Weekday,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-18,05:30:00,1573,Weekend,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-18,05:45:00,1819,Weekend,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-18,06:00:00,1656,Weekend,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-18,06:15:00,1942,Weekend,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-18,06:30:00,1592,Weekend,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-18,06:45:00,1500,Weekend,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-18,07:00:00,1736,Weekend,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-18,07:15:00,1640,Weekend,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-18,07:30:00,1565,Weekend,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-18,07:45:00,1877,Weekend,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-18,08:00:00,5447,Weekend,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,08:15:00,4843,Weekend,5,12.0,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,08:30:00,5128,Weekend,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,08:45:00,4882,Weekend,5,12.0,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,09:00:00,4433,Weekend,5,12.0,1.0,4.0,Split Induction (Muttom + Aluva)
2025-10-18,09:15:00,5577,Weekend,6,10.0,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,09:30:00,4631,Weekend,5,12.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,09:45:00,5593,Weekend,6,10.0,1.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,10:00:00,4246,Weekend,5,12.0,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,10:15:00,6196,Weekend,7,8.571428571428571,1.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,10:30:00,4928,Weekend,5,12.0,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,10:45:00,4896,Weekend,5,12.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,11:00:00,5826,Weekend,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,11:15:00,4529,Weekend,5,12.0,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,11:30:00,4921,Weekend,5,12.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,11:45:00,4807,Weekend,5,12.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,12:00:00,1692,Weekend,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-18,12:15:00,1699,Weekend,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-18,12:30:00,1741,Weekend,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-18,12:45:00,1725,Weekend,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-18,13:00:00,1625,Weekend,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-18,13:15:00,1963,Weekend,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-18,13:30:00,1466,Weekend,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-18,13:45:00,1722,Weekend,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-18,14:00:00,1647,Weekend,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-18,14:15:00,1586,Weekend,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-18,14:30:00,1626,Weekend,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-18,14:45:00,1723,Weekend,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-18,15:00:00,1731,Weekend,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-18,15:15:00,1627,Weekend,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-18,15:30:00,1551,Weekend,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-18,15:45:00,1708,Weekend,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-18,16:00:00,1691,Weekend,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-18,16:15:00,1598,Weekend,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-18,16:30:00,1655,Weekend,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-18,16:45:00,1700,Weekend,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-18,17:00:00,5763,Weekend,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,17:15:00,5288,Weekend,6,10.0,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,17:30:00,5435,Weekend,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,17:45:00,4400,Weekend,5,12.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,18:00:00,5384,Weekend,6,10.0,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,18:15:00,5268,Weekend,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,18:30:00,5119,Weekend,6,10.0,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,18:45:00,5150,Weekend,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,19:00:00,5359,Weekend,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,19:15:00,5158,Weekend,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,19:30:00,5145,Weekend,6,10.0,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,19:45:00,4768,Weekend,5,12.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,20:00:00,5012,Weekend,6,10.0,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,20:15:00,4954,Weekend,5,12.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,20:30:00,4242,Weekend,5,12.0,0.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,20:45:00,5419,Weekend,6,10.0,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-18,21:00:00,1684,Weekend,4,15.0,5.0,13.0,Induct from Muttom Yard
2025-10-18,21:15:00,1646,Weekend,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-18,21:30:00,1825,Weekend,4,15.0,5.0,14.0,Induct from Muttom Yard
2025-10-18,21:45:00,1765,Weekend,4,15.0,4.0,12.0,Induct from Muttom Yard
2025-10-18,22:00:00,1435,Weekend,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-18,22:15:00,1604,Weekend,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-18,22:30:00,1465,Weekend,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-18,22:45:00,1851,Weekend,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-18,23:00:00,1837,Weekend,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-19,05:30:00,1771,Weekend,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-19,05:45:00,1554,Weekend,4,15.0,4.0,14.0,Induct from Muttom Yard
2025-10-19,06:00:00,1567,Weekend,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-19,06:15:00,1888,Weekend,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-19,06:30:00,1818,Weekend,4,15.0,3.0,12.0,Induct from Muttom Yard
2025-10-19,06:45:00,1697,Weekend,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-19,07:00:00,1947,Weekend,4,15.0,3.0,14.0,Induct from Muttom Yard
2025-10-19,07:15:00,1610,Weekend,4,15.0,4.0,13.0,Induct from Muttom Yard
2025-10-19,07:30:00,1527,Weekend,4,15.0,5.0,12.0,Induct from Muttom Yard
2025-10-19,07:45:00,1488,Weekend,4,15.0,3.0,13.0,Induct from Muttom Yard
2025-10-19,08:00:00,5190,Weekend,6,10.0,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-19,08:15:00,6451,Weekend,7,8.571428571428571,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-19,08:30:00,5296,Weekend,6,10.0,1.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-19,08:45:00,4527,Weekend,5,12.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-19,09:00:00,5145,Weekend,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-19,09:15:00,4644,Weekend,5,12.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-19,09:30:00,5219,Weekend,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-19,09:45:00,5335,Weekend,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-19,10:00:00,4942,Weekend,5,12.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-19,10:15:00,5777,Weekend,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-19,10:30:00,4878,Weekend,5,12.0,1.0,3.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-19,10:45:00,4967,Weekend,5,12.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-19,11:00:00,5131,Weekend,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-19,11:15:00,5833,Weekend,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-19,11:30:00,5075,Weekend,6,10.0,0.0,4.0,Alert: Insufficient Ready Trains - Maintenance Override Required
2025-10-19,11:45:00,5187,Weekend,6,10.0,0.0,2.0,Alert: Insufficient Ready Trains - Maintenance Override Required
